INSERT INTO `coments` (`id`, `user_id`, `body`, `film_id`, `created_at`, `updated_at`) VALUES (1, 1, 'Debitis beatae dolor tempora possimus dolor. Est molestiae sint dolore consectetur id optio et. Sit voluptas dolores non aut.', 1, '2009-02-26 16:03:25', '1997-04-18 06:08:03');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (47, 150, 213, 3, '2010-06-28 20:14:37', '1987-06-01 07:26:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (48, 13, 161, 3, '2003-02-26 04:45:46', '1993-08-19 22:18:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (49, 227, 126, 1, '1988-01-19 17:57:19', '2012-06-11 17:49:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (50, 27, 265, 1, '2009-10-28 01:26:49', '1997-10-18 20:16:11');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (51, 136, 17, 2, '1970-03-08 18:09:27', '2009-11-03 11:05:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (52, 11, 57, 1, '2014-05-21 23:10:37', '1981-11-10 07:32:13');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (53, 205, 252, 1, '2018-06-06 18:54:44', '1986-06-09 10:08:22');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (54, 18, 258, 1, '1976-08-04 09:03:49', '1991-02-26 02:35:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (55, 13, 273, 2, '1989-01-23 01:39:53', '1999-10-24 21:55:16');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (56, 8, 52, 3, '1999-07-22 19:20:17', '1990-05-13 01:43:12');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (57, 38, 128, 1, '2019-02-23 17:32:20', '2004-05-28 14:50:33');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (58, 260, 241, 2, '1972-09-09 20:09:52', '2002-11-01 06:35:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (59, 14, 105, 2, '1984-12-10 08:04:35', '1998-06-09 00:54:57');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (60, 149, 183, 2, '1984-10-13 15:31:08', '1993-09-27 10:54:35');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (61, 125, 82, 1, '1986-11-22 19:25:49', '1983-03-25 12:31:27');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (62, 115, 75, 2, '1992-10-10 15:16:56', '1981-08-20 04:21:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (63, 13, 242, 2, '1999-02-01 06:09:21', '2006-07-31 09:18:57');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (64, 227, 188, 3, '1984-12-28 10:01:16', '2003-08-22 19:55:19');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (65, 18, 119, 1, '1978-04-27 15:22:32', '1993-09-10 01:19:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (66, 246, 20, 3, '2015-06-28 21:57:11', '1994-08-21 06:44:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (67, 73, 104, 2, '1996-04-11 09:04:33', '2018-09-06 02:31:32');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (68, 43, 183, 3, '1981-04-04 22:20:08', '1972-03-15 08:40:08');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (69, 255, 221, 3, '1980-12-18 19:33:07', '1977-09-08 03:45:48');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (70, 81, 228, 1, '1985-11-10 08:08:29', '2009-09-10 10:10:39');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (71, 125, 226, 2, '2005-10-27 02:09:18', '2019-09-03 02:00:48');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (72, 164, 202, 2, '1980-11-03 10:48:16', '2009-10-29 21:53:02');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (73, 34, 152, 2, '1998-02-10 00:59:20', '1978-03-25 03:11:30');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (74, 293, 299, 1, '2000-03-06 10:59:54', '2001-06-23 11:30:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (75, 63, 136, 2, '1992-04-01 07:06:49', '1980-08-20 06:56:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (76, 191, 22, 3, '1983-12-04 17:46:42', '1992-10-28 16:07:22');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (77, 232, 8, 2, '1981-03-01 14:10:59', '2014-04-16 18:59:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (78, 109, 123, 1, '2006-03-11 04:14:53', '1980-02-26 03:58:54');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (79, 154, 236, 3, '1983-09-20 19:43:09', '1992-08-10 23:15:36');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (80, 8, 161, 3, '1989-01-03 02:41:23', '2004-02-07 16:06:21');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (81, 124, 19, 1, '1990-10-11 23:26:15', '1996-08-19 18:10:17');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (82, 64, 93, 1, '2008-02-14 17:27:22', '1976-04-28 22:04:35');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (83, 69, 47, 1, '1998-09-08 23:26:59', '1995-06-08 07:38:30');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (84, 66, 201, 1, '1972-11-17 18:52:23', '2010-09-16 15:55:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (85, 115, 295, 2, '2000-10-10 02:21:32', '2000-04-16 16:25:08');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (86, 206, 33, 3, '1998-12-25 18:24:19', '2014-12-26 07:34:22');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (87, 12, 193, 2, '2008-09-09 05:48:39', '2008-05-18 17:35:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (88, 201, 158, 2, '2011-11-14 21:55:02', '2001-05-11 20:28:20');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (89, 131, 34, 3, '1991-07-10 19:12:20', '1989-02-19 20:34:05');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (90, 241, 249, 1, '2018-06-05 11:34:30', '1983-06-18 00:42:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (91, 17, 13, 2, '1981-02-21 16:31:50', '1979-04-30 16:57:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (92, 272, 126, 2, '1996-06-27 11:08:48', '1986-01-25 19:22:35');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (93, 134, 119, 2, '1972-03-10 20:05:55', '2002-11-20 22:32:25');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (94, 159, 218, 2, '1990-07-20 07:20:52', '1976-02-16 07:03:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (95, 287, 71, 3, '2004-03-09 20:57:18', '1992-06-17 08:19:48');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (96, 213, 79, 3, '1990-03-03 08:04:01', '1994-12-23 00:02:19');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (97, 135, 13, 1, '2016-10-23 07:37:12', '1987-02-23 13:53:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (98, 187, 55, 2, '1988-08-17 01:51:48', '1974-04-09 19:13:05');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (99, 46, 157, 1, '1970-12-24 08:08:56', '2008-12-14 03:35:39');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (100, 23, 36, 1, '2009-02-16 04:33:15', '1985-02-14 18:33:19');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (101, 253, 126, 2, '1996-03-19 17:35:46', '1995-09-22 16:43:12');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (102, 118, 70, 1, '1995-08-11 15:40:49', '1994-12-31 00:38:58');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (103, 175, 101, 2, '2020-01-28 14:39:51', '1993-09-06 16:10:40');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (104, 44, 275, 1, '1990-09-21 12:33:47', '1987-03-17 09:44:35');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (105, 66, 71, 3, '1991-06-23 22:15:03', '1991-12-08 21:24:10');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (106, 179, 154, 1, '1987-02-23 18:12:48', '2008-12-02 22:36:30');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (107, 115, 28, 2, '2009-08-05 17:55:54', '1984-08-04 04:53:07');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (108, 2, 90, 1, '1975-07-19 00:30:25', '1983-03-31 13:19:26');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (109, 136, 81, 3, '2002-07-15 21:59:37', '2014-06-10 23:06:15');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (110, 286, 276, 3, '2020-02-09 19:59:23', '2015-01-06 01:27:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (111, 225, 40, 2, '2006-07-20 17:11:37', '1993-06-14 17:11:28');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (112, 116, 173, 2, '1977-11-01 02:31:06', '2000-06-25 09:45:24');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (113, 157, 300, 1, '1987-10-19 18:00:14', '1983-04-05 14:09:21');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (114, 217, 66, 2, '1999-09-21 12:38:43', '1990-07-14 01:31:32');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (115, 83, 229, 2, '1974-12-03 12:57:14', '1975-09-02 15:15:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (116, 242, 276, 2, '1980-06-28 08:08:22', '1996-07-02 23:31:00');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (117, 196, 120, 2, '1991-07-03 01:38:07', '2017-06-02 00:53:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (118, 16, 149, 2, '1998-12-23 02:08:12', '1986-02-05 17:13:36');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (119, 34, 163, 1, '1998-03-21 03:23:47', '1975-06-21 12:48:13');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (120, 97, 177, 2, '2005-09-18 14:15:40', '2008-03-04 23:24:55');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (121, 50, 222, 3, '1972-01-24 23:44:50', '1980-06-03 00:46:56');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (122, 229, 101, 1, '2009-11-15 18:29:03', '1997-12-11 05:33:26');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (123, 16, 118, 2, '1976-04-03 23:02:25', '1993-07-06 16:10:50');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (124, 282, 150, 3, '1981-09-20 06:28:32', '1973-09-21 22:12:41');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (125, 272, 294, 3, '1979-10-20 04:41:22', '2004-06-28 11:33:10');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (126, 91, 94, 3, '2017-04-24 23:15:14', '1996-04-02 03:15:43');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (127, 115, 266, 1, '2014-11-25 05:35:34', '1988-06-10 01:07:17');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (128, 37, 110, 3, '1984-05-13 11:35:50', '2013-05-11 07:04:38');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (129, 44, 86, 2, '2003-10-06 21:13:35', '1970-10-03 23:50:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (130, 280, 264, 1, '2011-08-16 15:35:55', '1982-03-11 21:00:45');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (131, 90, 259, 2, '2002-03-25 19:38:57', '2016-08-24 05:03:12');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (132, 27, 210, 1, '2006-08-20 22:17:03', '1983-02-13 15:09:15');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (133, 35, 206, 2, '1970-03-10 15:48:39', '1989-12-05 10:48:30');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (134, 257, 277, 3, '2002-10-03 10:50:17', '2013-10-19 14:37:47');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (135, 203, 180, 2, '2015-10-22 04:27:58', '2013-07-30 06:07:45');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (136, 268, 271, 3, '1986-10-22 17:30:40', '1995-12-11 08:11:11');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (137, 287, 78, 3, '2015-01-06 14:22:22', '2011-12-30 21:21:54');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (138, 289, 19, 1, '1977-08-29 17:40:00', '1998-05-07 16:52:09');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (139, 66, 133, 3, '2016-06-19 10:19:46', '1998-01-05 03:33:44');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (140, 296, 103, 2, '1999-03-23 10:46:29', '1973-09-21 11:36:04');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (141, 185, 92, 2, '2015-01-25 09:39:18', '2008-09-06 08:07:49');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (142, 279, 123, 3, '1973-03-12 04:02:15', '1989-11-06 18:59:05');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (143, 57, 175, 1, '1982-07-15 09:30:26', '2011-08-24 18:49:41');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (144, 141, 158, 3, '1971-02-09 06:39:51', '2016-06-14 23:59:38');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (145, 197, 265, 3, '2001-12-30 23:45:22', '2013-07-03 08:33:54');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (146, 205, 293, 1, '2019-08-24 15:21:12', '1990-07-24 07:48:03');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (147, 27, 185, 3, '2009-03-09 11:23:22', '2019-01-02 20:02:52');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (148, 138, 135, 2, '1975-01-24 21:51:12', '2002-09-07 01:04:17');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (149, 37, 212, 2, '2008-10-22 10:08:42', '1971-08-19 05:30:44');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (150, 282, 52, 3, '1980-01-21 01:44:47', '1993-05-10 00:51:22');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (151, 146, 9, 2, '1997-12-28 02:42:56', '1983-10-15 16:24:33');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (152, 141, 91, 3, '2005-11-17 06:56:26', '1971-03-10 08:42:22');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (153, 118, 13, 3, '1976-03-26 19:45:28', '1970-09-25 14:59:03');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (154, 171, 289, 2, '2014-01-04 08:57:08', '1982-03-04 04:11:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (155, 6, 64, 3, '1975-05-14 07:12:46', '2013-04-09 00:06:30');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (156, 122, 210, 2, '1997-05-09 19:59:59', '1984-03-26 07:12:57');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (157, 175, 88, 2, '1989-10-17 00:58:02', '1986-05-28 08:33:45');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (158, 128, 78, 2, '1981-08-24 12:21:25', '1996-04-11 22:11:36');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (159, 41, 152, 1, '1971-12-11 11:13:54', '2016-11-11 04:54:16');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (160, 296, 31, 3, '1975-10-19 03:02:28', '2004-04-05 00:38:13');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (161, 197, 268, 2, '2008-02-15 17:49:20', '2011-03-14 05:19:52');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (162, 153, 276, 1, '1985-01-21 15:27:03', '2001-05-13 17:03:10');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (163, 196, 24, 2, '2011-12-02 08:09:48', '1973-04-09 19:58:26');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (164, 69, 232, 2, '2018-04-26 13:08:51', '1984-09-01 17:22:06');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (165, 42, 256, 1, '1982-02-25 02:08:28', '1976-05-14 04:06:07');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (166, 276, 273, 2, '2005-11-07 13:53:35', '1975-12-17 06:35:34');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (167, 238, 269, 3, '1976-01-15 02:54:40', '1987-08-11 05:36:56');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (168, 101, 136, 3, '1984-08-07 11:09:17', '1994-08-06 09:06:54');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (169, 89, 251, 2, '1981-05-13 01:54:21', '1990-03-08 09:09:13');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (170, 195, 157, 3, '2019-04-13 01:51:28', '1980-03-11 12:22:28');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (171, 228, 236, 2, '2004-01-23 03:52:54', '1988-07-29 01:27:59');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (172, 108, 181, 1, '2015-01-07 23:26:26', '1972-08-06 15:18:13');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (173, 168, 263, 2, '1993-02-07 15:57:02', '2006-04-13 23:57:57');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (174, 263, 264, 3, '1979-06-01 00:02:59', '1980-06-16 15:20:26');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (175, 12, 147, 1, '2004-05-10 03:05:32', '1995-07-12 03:25:10');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (176, 286, 293, 3, '1984-12-09 20:05:04', '1981-06-20 22:52:10');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (177, 161, 243, 1, '2008-11-11 20:11:54', '2005-11-16 16:15:09');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (178, 174, 234, 2, '2010-12-09 04:48:02', '1993-03-01 06:13:57');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (179, 69, 228, 3, '2000-04-21 18:05:11', '1981-11-03 02:41:58');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (180, 182, 202, 1, '2009-02-02 17:47:52', '1994-12-11 14:16:29');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (181, 156, 225, 2, '2019-08-04 12:56:11', '2004-05-19 06:11:26');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (182, 75, 231, 3, '1984-12-29 10:10:35', '2010-11-29 23:49:46');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (183, 237, 287, 3, '2008-11-26 03:13:40', '2005-09-17 08:38:00');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (184, 278, 156, 2, '2016-09-25 11:01:03', '1972-01-21 02:04:43');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (185, 18, 157, 2, '1993-06-13 11:51:26', '1991-08-27 01:12:39');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (186, 61, 126, 3, '1996-05-09 08:14:55', '1978-02-18 16:40:18');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (187, 69, 1, 2, '2004-05-07 13:49:31', '1976-08-29 17:15:01');
INSERT INTO `friendship` (`id`, `user_id`, `friend_id`, `status_id`, `requested_at`, `confirmed_at`) VALUES (188, 272, 245, 2, '2012-01-17 02:35:31', '1987-04-19 23:09:31');
